clave,anio,titulo,fecha_aprobacion,observaciones,estatus,pdfs
CD-LXVI-II-1P-051,II,"PROYECTO de Decreto por el que se reforman, adicionan y derogan diversas disposiciones de la Ley Aduanera.",07-Oct-2025,"Devuelto por la Cámara de Senadores para los efectos de la fracción E del artículo 72 constitucional, el 14-Oct-2025. Se dio cuenta de la Minuta el 21-Oct-2025. Aprobado de urgente resolución por la Cámara de Diputados el 21-Oct-2025. Pasa al Ejecutivo Federal. Publicado en el DOF el 19-Nov-2025.",publicada_dof,iniclave/66/CD-LXVI-II-1P-051/01_minuta_051_07oct25.pdf;iniclave/66/CD-LXVI-II-1P-051/02_dictamen_051_07oct25.pdf;iniclave/66/CD-LXVI-II-1P-051/03_dof_051_19nov25.pdf
CD-LXVI-II-1P-052,II,"PROYECTO de Decreto por el que se reforman, adicionan y derogan diversas disposiciones de la Ley Federal de Derechos.",15-Oct-2025,Aprobado por el Senado el 28-Oct-2025. Pasa al Ejecutivo Federal. Publicado en el DOF el 07-Nov-2025.,publicada_dof,iniclave/66/CD-LXVI-II-1P-052/01_minuta_052_15oct25.pdf;iniclave/66/CD-LXVI-II-1P-052/02_dictamen_052_15oct25.pdf;iniclave/66/CD-LXVI-II-1P-052/03_dof_052_07nov25.pdf
CD-LXVI-II-1P-053,II,"PROYECTO de Decreto por el que se reforman, adicionan y derogan diversas disposiciones del Código Fiscal de la Federación.",15-Oct-2025,Aprobado por el Senado el 28-Oct-2025. Pasa al Ejecutivo Federal. Publicado en el DOF el 07-Nov-2025.,publicada_dof,iniclave/66/CD-LXVI-II-1P-053/01_minuta_053_15oct25.pdf;iniclave/66/CD-LXVI-II-1P-053/02_dictamen_053_15oct25.pdf;iniclave/66/CD-LXVI-II-1P-053/03_dof_053_07nov25.pdf
CD-LXVI-II-1P-054,II,"PROYECTO de Decreto por el que se reforman, adicionan y derogan diversas disposiciones de la Ley del Impuesto Especial sobre Producción y Servicios.",15-Oct-2025,Aprobado por el Senado el 28-Oct-2025. Pasa al Ejecutivo Federal. Publicado en el DOF el 07-Nov-2025.,publicada_dof,iniclave/66/CD-LXVI-II-1P-054/01_minuta_054_15oct25.pdf;iniclave/66/CD-LXVI-II-1P-054/02_dictamen_054_15oct25.pdf;iniclave/66/CD-LXVI-II-1P-054/01_modifica_054_15oct25.pdf;iniclave/66/CD-LXVI-II-1P-054/03_dof_054_07nov25.pdf
CD-LXVI-II-1P-055,II,PROYECTO de Decreto por el que se expide la Ley de Ingresos de la Federación para el Ejercicio Fiscal de 2026.,15-Oct-2025,Aprobado por el Senado el 29-Oct-2025. Pasa al Ejecutivo Federal. Publicado en el DOF el 07-Nov-2025.,publicada_dof,iniclave/66/CD-LXVI-II-1P-055/01_minuta_055_15oct25.pdf;iniclave/66/CD-LXVI-II-1P-055/02_dictamen_055_15oct25.pdf;iniclave/66/CD-LXVI-II-1P-055/03_dof_055_07nov25.pdf
CD-LXVI-II-1P-056,II,PROYECTO de Decreto por el que se expide la Ley Orgánica de la Armada de México.,22-Oct-2025,Aprobado por el Senado el 29-Oct-2025. Pasa al Ejecutivo Federal. Publicado en el DOF el 07-Nov-2025.,publicada_dof,iniclave/66/CD-LXVI-II-1P-056/01_minuta_056_22oct25.pdf;iniclave/66/CD-LXVI-II-1P-056/02_dictamen_056_22oct25.pdf;iniclave/66/CD-LXVI-II-1P-056/03_dof_056_07nov25.pdf
CD-LXVI-II-1P-057,II,"PROYECTO de Decreto por el que se expide la Ley General para Prevenir, Investigar y Sancionar los Delitos en Materia de Extorsión, Reglamentaria de la fracción XXI del artículo 73 de la Constitución Política de los Estados Unidos Mexicanos, y se reforman, adicionan y derogan diversas disposiciones del Código Penal Federal, del Código Nacional de Procedimientos Penales, de la Ley Federal contra la Delincuencia Organizada, de la Ley Nacional de Extinción de Dominio y, de la Ley Orgánica del Poder Judicial de la Federación.",28-Oct-2025,"Devuelto por la Cámara de Senadores para los efectos de la fracción E del artículo 72 constitucional, el 19-Nov-2025. Se dio cuenta de la Minuta el 25-Nov-2025. Aprobado de urgente resolución por la Cámara de Diputados el 25-Nov-2025. Pasa al Ejecutivo Federal. Publicado en el DOF el 28-Nov-2025.",publicada_dof,iniclave/66/CD-LXVI-II-1P-057/01_minuta_057_28oct25.pdf;iniclave/66/CD-LXVI-II-1P-057/02_dictamen_057_28oct25.pdf;iniclave/66/CD-LXVI-II-1P-057/01_modifica_057_28oct25.pdf;iniclave/66/CD-LXVI-II-1P-057/03_dof_057_28nov25.pdf
CD-LXVI-II-1P-058,II,"PROYECTO de Decreto por el que se declara el 11 de diciembre de cada año, como el ""Día Nacional de la Talavera"".",11-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-058/01_minuta_058_11nov25.pdf;iniclave/66/CD-LXVI-II-1P-058/02_dictamen_058_11nov25.pdf
CD-LXVI-II-1P-059,II,"PROYECTO de Decreto por el que se declara el 4 de noviembre de cada año, como el ""Día Nacional de las Mujeres Afromexicanas"".",11-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-059/01_minuta_059_11nov25.pdf;iniclave/66/CD-LXVI-II-1P-059/02_dictamen_059_11nov25.pdf
CD-LXVI-II-1P-060,II,PROYECTO de Decreto por el que se adicionan diversas disposiciones a la Ley General del Equilibrio Ecológico y la Protección al Ambiente.,11-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-060/01_minuta_060_11nov25.pdf;iniclave/66/CD-LXVI-II-1P-060/02_dictamen_060_11nov25.pdf
CD-LXVI-II-1P-061,II,"PROYECTO de Decreto por el que se reforman los artículos 72 y 73 de la Ley General de Salud, en materia de fortalecimiento de los servicios de atención a la salud mental.",11-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-061/01_minuta_061_11nov25.pdf;iniclave/66/CD-LXVI-II-1P-061/02_dictamen_061_11nov25.pdf
CD-LXVI-II-1P-062,II,PROYECTO de Decreto por el que se reforma el artículo 15 de la Ley de Desarrollo Rural Sustentable.,11-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-062/01_minuta_062_11nov25.pdf;iniclave/66/CD-LXVI-II-1P-062/02_dictamen_062_11nov25.pdf
CD-LXVI-II-1P-063,II,PROYECTO de Decreto por el que se reforma la fracción III del artículo 28 de la Ley General para la Prevención y Gestión Integral de los Residuos.,11-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-063/01_minuta_063_11nov25.pdf;iniclave/66/CD-LXVI-II-1P-063/02_dictamen_063_11nov25.pdf
CD-LXVI-II-1P-064,II,PROYECTO de Decreto por el que se reforma el artículo 18 de la Ley General de Turismo.,11-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-064/01_minuta_064_11nov25.pdf;iniclave/66/CD-LXVI-II-1P-064/02_dictamen_064_11nov25.pdf
CD-LXVI-II-1P-065,II,"PROYECTO de Decreto por el que se reforman y adicionan diversas disposiciones de la Ley General de Cambio Climático, en materia de captura, uso y almacenamiento del dióxido de carbono.",11-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-065/01_minuta_065_11nov25.pdf;iniclave/66/CD-LXVI-II-1P-065/02_dictamen_065_11nov25.pdf
CD-LXVI-II-1P-066,II,PROYECTO de Decreto por el que se adicionan la fracción VII al artículo 9 y la fracción VII al artículo 32 a la Ley General de Acceso de las Mujeres a una Vida Libre de Violencia.,11-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-066/01_minuta_066_11nov25.pdf;iniclave/66/CD-LXVI-II-1P-066/02_dictamen_066_11nov25.pdf
CD-LXVI-II-1P-067,II,"PROYECTO de Decreto por el que se reforman y adicionan diversos artículos de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, en materia de cancelación y emisión de tarjetas de crédito y débito, emitidas por entidades financieras y comerciales.",12-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-067/01_minuta_067_12nov25.pdf;iniclave/66/CD-LXVI-II-1P-067/02_iniciativa_067_12nov25.pdf
CD-LXVI-II-1P-068,II,"PROYECTO de Decreto por el que se reforman diversas disposiciones del Código Penal Federal, en materia de delitos contra el ambiente y la gestión ambiental.",25-Nov-2025,"Devuelto por la Cámara de Senadores para los efectos de la fracción E del artículo 72 constitucional, el 09-Dic-2025. Se dio cuenta de la Minuta el 10-Dic-2025. Aprobado por la Cámara de Diputados el 22-Abr-2026. Devuelto al Senado para los efectos de la fracción E del artículo 72 constitucional.",devuelta,iniclave/66/CD-LXVI-II-1P-068/01_minuta_068_25nov25.pdf;iniclave/66/CD-LXVI-II-1P-068/02_dictamen_068_25nov25.pdf;iniclave/66/CD-LXVI-II-1P-068/01_modifica_068_25nov25.pdf
CD-LXVI-II-1P-069,II,"PROYECTO de Decreto por el que se reforman los artículos 15, 154 y 162 de la Ley de Desarrollo Rural Sustentable.",26-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-069/01_minuta_069_26nov25.pdf;iniclave/66/CD-LXVI-II-1P-069/02_dictamen_069_26nov25.pdf
CD-LXVI-II-1P-070,II,"PROYECTO de Decreto por el que se declara el 30 de octubre de cada año, como el ""Día Nacional del Tianguis y el Tianguista"".",26-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-070/01_minuta_070_26nov25.pdf;iniclave/66/CD-LXVI-II-1P-070/02_dictamen_070_26nov25.pdf
CD-LXVI-II-1P-071,II,"PROYECTO de Decreto por el que se reforman y adicionan diversas disposiciones del Código Penal Federal, en materia del delito de despojo.",26-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-071/01_minuta_071_26nov25.pdf;iniclave/66/CD-LXVI-II-1P-071/02_dictamen_071_26nov25.pdf
CD-LXVI-II-1P-072,II,PROYECTO de Decreto por el que se adicionan los artículos 3 y 7 de la Ley General de Movilidad y Seguridad Vial.,26-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-072/01_minuta_072_26nov25.pdf;iniclave/66/CD-LXVI-II-1P-072/02_dictamen_072_26nov25.pdf
CD-LXVI-II-1P-073,II,PROYECTO de Decreto por el que se adiciona una fracción VII al artículo 6 de la Ley General de Acceso de las Mujeres a una Vida Libre de Violencia.,26-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-073/01_minuta_073_26nov25.pdf;iniclave/66/CD-LXVI-II-1P-073/02_dictamen_073_26nov25.pdf
CD-LXVI-II-1P-074,II,PROYECTO de Decreto por el que se adicionan los artículos 79 y 80 de la Ley de Desarrollo Rural Sustentable.,26-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-074/01_minuta_074_26nov25.pdf;iniclave/66/CD-LXVI-II-1P-074/02_dictamen_074_26nov25.pdf
CD-LXVI-II-1P-075,II,"PROYECTO de Decreto por el que se adicionan diversas disposiciones de la Ley General de Cultura Física y Deporte, en materia de prevención y atención de la violencia en el deporte.",26-Nov-2025,Pendiente Senado.,en_revisora,iniclave/66/CD-LXVI-II-1P-075/01_minuta_075_26nov25.pdf;iniclave/66/CD-LXVI-II-1P-075/02_dictamen_075_26nov25.pdf
CD-LXVI-II-1P-076,II,"PROYECTO de Decreto por el que se reforman, adicionan y derogan diversas disposiciones de la Ley General para la Igualdad entre Mujeres y Hombres; de la Ley General de Acceso de las Mujeres a una Vida Libre de Violencia; del Código Nacional de Procedimientos Civiles y Familiares; de la Ley Federal de los Trabajadores al Servicio del Estado, Reglamentaria del Apartado B) del Artículo 123 Constitucional; de la Ley General de Desarrollo Social; de la Ley General de Salud; de la Ley General de Educación; de la Ley del Seguro Social; de la Ley de Migración; de la Ley General de los Derechos de Niñas, Niños y Adolescentes; de la Ley del Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado; de la Ley de Planeación; de la Ley de Vivienda; de la Ley Federal del Trabajo; de la Ley Federal del Derecho de Autor; de la Ley Federal de Protección a la Propiedad Industrial y de la Ley General de Cultura y Derechos Culturales.",02-Dic-2025,Aprobado por el Senado el 09-Dic-2025. Pasa al Ejecutivo Federal. Publicado en el DOF el 15-Ene-2026.,publicada_dof,iniclave/66/CD-LXVI-II-1P-076/01_minuta_076_02dic25.pdf;iniclave/66/CD-LXVI-II-1P-076/02_dictamen_076_02dic25.pdf;iniclave/66/CD-LXVI-II-1P-076/03_dof_076_15ene26.pdf
CD-LXVI-II-1P-077,II,PROYECTO de Decreto por el que se reforman y adicionan diversas disposiciones de la Ley de Ascensos de la Armada de México.,02-Dic-2025,Aprobado por el Senado el 09-Dic-2025. Pasa al Ejecutivo Federal. Publicado en el DOF el 17-Dic-2025.,publicada_dof,iniclave/66/CD-LXVI-II-1P-077/01_minuta_077_02dic25.pdf;iniclave/66/CD-LXVI-II-1P-077/02_dictamen_077_02dic25.pdf;iniclave/66/CD-LXVI-II-1P-077/03_dof_077_17dic25.pdf
CD-LXVI-II-1P-078,II,"PROYECTO de Decreto por el que se declara al ""2026, Año de Margarita Maza Parada"".",02-Dic-2025,Aprobado por el Senado el 09-Dic-2025. Pasa al Ejecutivo Federal. Publicado en el DOF el 29-Dic-2025.,publicada_dof,iniclave/66/CD-LXVI-II-1P-078/01_minuta_078_02dic25.pdf;iniclave/66/CD-LXVI-II-1P-078/02_dictamen_078_02dic25.pdf;iniclave/66/CD-LXVI-II-1P-078/03_dof_078_29dic25.pdf
CD-LXVI-II-1P-079,II,PROYECTO de Decreto por el que se establecen las características de una moneda conmemorativa alusiva al 200 Aniversario de la Consolidación de la Independencia de México en la Mar.,02-Dic-2025,Aprobado por el Senado el 03-Dic-2025. Pasa al Ejecutivo Federal. Publicado en el DOF el 17-Dic-2025.,publicada_dof,iniclave/66/CD-LXVI-II-1P-079/01_minuta_079_02dic25.pdf;iniclave/66/CD-LXVI-II-1P-079/02_dictamen_079_02dic25.pdf;iniclave/66/CD-LXVI-II-1P-079/03_dof_079_17dic25.pdf
